info_system_SW_mgmt,national_waste_agency,national_law_for_SW_mgmt,PPP_rules_and_regulations,compost_percent,recycling_percent,WasteLog,PopLog,gdp_inhab_log,region,income
0,0,0,0,0.0,0.0,5.096568312087983,14.015582801662612,9.41887452381306,6,3
0,1,1,1,0.0,19.0,6.222318298292089,16.203577141601734,10.018870822167079,1,0
1,1,1,1,0.2,0.0,5.638390255889149,11.56629560122793,9.085724545883641,2,3
0,0,1,0,0.0,0.0,6.779535469178228,10.949156062709815,10.812172231588892,1,0
0,0,0,1,0.0,0.0,5.139438861480548,16.603752994021796,8.059892536665181,2,3
0,1,1,1,0.0,17.85,6.786175043077368,11.982766581011408,10.392058978360858,0,0
0,1,0,0,0.0,0.54,5.485211785187126,13.523227249375925,8.27387244266321,2,3
1,1,1,1,0.0,34.0,6.657304763135683,15.804165560232999,10.51793967942881,0,0
0,0,1,1,0.0,0.0,5.473320542534312,16.02519803857143,7.671300343536535,2,2
1,1,1,1,1.69,16.32,5.977543091766937,15.251453048429527,9.584316188981022,1,0
0,0,0,0,0.0,0.0,5.3656956018779844,16.199429985660874,6.593537563268532,2,1
1,1,1,1,6.22,25.94,5.935211605557184,16.10227404686323,9.612734770277036,1,0
0,1,1,1,0.0,7.0,5.524257005164247,19.38047323145754,8.287963658025982,0,2
1,1,1,0,0.0,50.0,6.440866792636547,11.299237072426774,10.488395439281826,1,0
0,1,1,1,18.0,5.0,5.063670403975397,20.792304706308776,7.74182025540029,5,2
0,1,1,1,6.0,33.0,6.376743954556734,15.338714536576019,11.190788170354166,1,0
0,1,1,1,12.0,5.0,5.410708112127064,18.200999055968527,8.815059725726226,3,3
0,0,0,0,0.0,0.0,5.8994314916610175,17.40223684736687,8.686881956106005,3,3
0,1,1,0,2.86,55.81,7.370224344558034,12.709317608555711,10.813377845229255,1,0
0,1,1,0,0.0,25.0,6.469839290603464,15.941370524891601,10.44421667641008,3,0
1,1,1,0,17.6,25.9,6.1885720838713505,17.92195796769595,10.441769965035157,1,0
1,1,1,1,0.0,0.0,5.902633333401366,14.873771574638228,8.474502785835956,2,3
0,0,1,1,0.0,7.0,5.709466291124499,15.945343956609003,8.20608963148548,3,3
1,0,1,1,0.4,4.9,5.849094205816255,18.66080727265218,10.770734668124577,0,0
0,1,1,1,0.0,2.92,5.62945396536544,16.636378956954097,9.325060945300331,1,3
0,0,1,0,0.0,8.0,4.914931703582751,17.53758667954805,7.201170883281678,6,2
0,1,1,1,0.0,0.0,5.235856685205431,15.60006093736915,6.9720812775383845,1,2
0,1,1,1,0.0,0.0,4.28096243218686,16.541452476770026,7.016475145696379,0,2
0,1,1,0,0.0,0.0,5.7470973593421455,11.64742139228158,7.4307011548461235,0,2
1,1,1,0,0.0,0.0,6.408331077940589,10.9020769071314,9.66852126225625,2,0
1,1,1,1,1.0,58.0,5.886159585462559,17.74235636091253,10.155632469199405,0,0
0,1,1,0,0.0,0.0,6.371115997823129,14.913483975931284,10.771649451513111,3,0
0,1,1,1,0.0,10.0,3.9854593235013285,15.712225660896518,7.418780882750794,0,2
0,1,0,0,15.0,8.0,5.900089116016819,15.53886269852743,8.943670652323876,3,3
0,1,1,1,0.0,0.0,5.085619073095366,15.071961859047873,6.140229320373094,6,1
0,1,0,0,0.0,0.0,5.851483830803552,15.639011235895529,8.690161139283077,3,3
1,1,1,1,0.1,0.0,6.0844994130751715,12.085073819758884,9.036994810138161,2,3
0,1,1,0,0.0,64.6,6.787946442776723,10.50632702006454,10.488395439281826,1,0
1,1,1,0,5.0,12.79,4.829273276797001,16.869653286227823,8.234742743454307,5,2
0,0,0,0,0.0,0.0,3.647275904258861,14.491340150957527,7.324714080801516,6,2
0,1,1,1,10.15,22.92,6.10595327359268,14.881913310965786,9.664290200785276,1,0
1,1,1,0,19.66,28.37,6.439350371100098,13.252698417131263,11.616997420791298,1,0
0,1,1,1,5.48,21.23,6.07389670546144,14.49735813781574,9.58883160071581,1,0
1,1,1,1,0.0,20.0,6.427103155223694,13.324762033627461,10.86178415387397,0,0
0,0,1,1,0.0,0.0,6.2166061010848646,10.340451327703663,10.488395439281826,2,0
0,0,1,1,1.0,8.0,5.301611933497466,17.351182974380638,8.115434207139128,3,2
1,1,1,1,0.0,5.4,7.105359459307248,10.539641011575952,10.488395439281826,1,0
0,1,1,1,0.0,15.32,7.022128061886635,15.083614956894408,7.635487444290836,1,2
0,0,1,1,3.5,0.0,5.026443024301769,17.030159542315054,6.0330862217988015,6,1
0,1,1,0,7.0,0.0,6.249820790177934,12.921871332649856,9.082554726600115,5,3
1,0,1,1,0.0,5.0,6.0468756018715295,18.650926613984524,9.210541351778389,2,3
0,1,1,0,6.0,30.8,5.100902476306427,10.874152826873615,8.129289966717607,0,3
1,1,1,1,0.1,0.18,5.9499912989014065,14.548458571836797,8.566025259469594,1,3
0,0,0,1,0.0,0.0,4.804266916143749,16.58851613080977,6.732818388298943,6,1
1,1,1,1,0.0,6.69,6.435942013331691,12.975891473504072,10.221298895549417,3,0
0,1,1,1,0.0,0.0,4.629570072811626,17.646225086637756,7.38805571370524,0,2
1,1,1,0,0.0,5.42,6.281574918853118,13.340952573368824,8.922071460701511,1,3
0,0,1,1,0.0,0.0,6.8658076511743715,14.923214392994105,8.270555808686295,0,2
0,1,1,0,0.0,36.0,6.4090064364415955,10.897424276099398,9.876400488032463,0,0
0,1,1,0,0.0,1.0,4.531200665787917,17.11918268502098,6.30364409116015,6,1
0,0,1,0,0.0,8.0,4.871219958312758,15.070068771185936,7.371967168436062,6,2
0,0,1,1,9.0,0.0,5.851224990693394,14.04937562783847,9.192482871693286,6,3
0,0,0,0,0.0,0.0,4.373112017284307,16.623535678399964,6.266137364966123,6,1
0,1,1,1,1.0,17.5,6.064924094794276,17.224279800596964,9.33986750825632,0,3
0,0,0,0,0.0,4.5,5.10939406611952,14.260186122762866,9.167907706020829,6,3
0,0,1,0,0.0,0.0,5.966300573444433,12.535379989788607,10.488395439281826,0,0
0,0,1,1,0.0,4.0,5.356539103748161,15.99507070044074,6.822001292963229,6,1
0,0,1,1,0.0,0.0,5.192123170141633,18.855071327579445,7.992724928609088,6,2
0,0,1,0,0.0,0.0,5.588932632977259,15.562573173983179,7.642361051391253,2,2
1,1,1,0,27.1,24.61,6.26097628434972,16.64518376075545,10.869475275383213,1,0
1,1,1,1,16.69,26.16,6.046189446797229,15.461976011075363,11.419901320195567,1,0
0,1,1,1,2.87,0.0,4.127779338308338,17.182212142456347,6.531052539541625,5,1
0,1,1,0,0.0,0.0,6.164366881985445,9.47654341275084,9.174875875400268,0,3
1,1,1,1,0.0,0.0,6.588376119787101,15.361518880835508,10.532988080791897,0,0
0,1,1,1,0.0,0.0,6.0844994130751715,15.191988394278567,9.849542851537715,3,0
0,1,0,1,2.0,8.0,5.076485454658623,19.07925447647516,7.073617114737407,5,2
0,0,1,0,0.0,0.0,5.918678777382329,15.194087717939757,9.331230575383277,2,0
1,1,1,1,0.0,4.0,5.60138054103812,17.2486378767246,8.740856607577298,2,3
1,1,1,1,0.0,28.0,4.960183750600158,18.453343684532598,7.920486460755559,0,2
0,0,1,0,0.0,0.0,6.085387401384754,9.975994243322877,9.257126624894058,0,0
0,1,1,1,0.0,2.0,4.867072805452385,15.863949703421994,7.824433935603757,0,2
0,1,1,1,16.11,26.39,5.659377680679295,17.452739101121896,9.619962826332376,1,0
0,1,1,1,0.0,14.0,7.091658916958743,15.060581734614601,10.19562904199112,2,0
1,1,1,1,14.12,16.23,6.117744713018312,16.15741857042682,10.011530866270837,1,0
0,0,1,0,0.0,0.0,5.616443771373892,15.708489982549242,8.288413788483398,2,3
1,1,1,0,0.5,0.5,5.839856465469972,15.213462208096555,7.97546496291043,3,2
0,1,0,0,0.0,39.0,6.288638924743108,12.519162928129846,10.488395439281826,0,0
1,1,1,0,0.0,3.0,6.164366881985445,14.561994219184387,11.300973182148276,3,0
1,1,1,1,7.46,5.67,5.5135497065909105,16.801974109317133,9.220793546679218,1,3
1,1,1,1,0.0,4.5,6.040230901470153,18.779764523316103,9.354801689752096,1,3
0,0,0,0,0.0,0.0,5.910634029193433,16.293519221252776,6.606420430076569,6,1
1,1,1,0,0.0,15.0,6.238324625039508,17.26731058723906,9.992792464030229,3,0
0,0,0,0,0.0,0.0,4.307572448748934,17.470000513789735,7.586468793544479,6,2
0,0,1,1,0.0,0.0,5.076610283019789,16.550632003881518,6.99691019029303,6,1
1,1,1,1,0.0,61.0,7.22619446454034,15.539577024795092,10.884719974264424,0,0
0,1,1,0,0.0,0.0,5.7695077912733375,13.24194745687384,7.377540134298601,0,2
0,0,0,0,0.0,0.0,4.728979471714378,15.509233734917707,6.426213338709849,6,1
0,1,1,1,0.0,0.0,5.592813669307488,15.634338189911606,8.161377877889388,2,2
0,0,0,0,0.0,45.05,6.250477046836434,10.410425629574926,10.870418545618074,1,0
0,0,0,0,0.0,0.0,5.096568312087983,16.477027835411775,6.612908289359925,6,1
1,1,1,1,0.0,0.76,5.561911643470728,15.774954989733269,8.669539959458255,1,3
0,0,0,0,0.0,0.0,5.484091290392243,16.229412581900952,6.612908289359925,6,1
0,0,0,0,0.0,0.0,4.903569621781068,12.161425636627287,7.203219491875973,6,2
0,0,0,0,0.0,0.0,5.013564333602136,13.173254190807274,9.06027301071156,2,3
1,1,1,1,7.29,7.62,5.798850200828595,15.506307603511287,9.867909596479501,1,0
0,1,1,0,7.67,46.44,6.108691872830643,14.539929635687194,10.105583549954511,1,0
1,1,1,0,15.63,32.37,6.104056353843788,16.097809981015825,10.95410041431966,1,0
0,0,0,0,0.0,0.0,5.096568312087983,14.11049018835069,8.270591640063836,6,2
0,1,1,1,0.0,0.0,6.3000148553640605,11.388540685679283,9.587468417881079,6,0
0,1,1,0,1.5,2.5,5.380312014100664,16.851659655968213,6.612908289359925,3,1
0,0,0,0,0.0,0.0,4.747624153783025,16.290973001296543,6.970307453639101,6,1
0,1,1,0,1.8,2.0,5.03967616288067,15.793599652050489,6.381765254696374,6,1
0,1,1,1,0.0,19.1,5.971567915393526,18.044642405097928,8.687641202497673,0,3
0,1,1,1,0.0,0.0,5.391671088281245,15.916934946572514,6.942504471308956,1,1
0,1,1,1,0.0,0.0,4.545101659521972,15.495645116303708,8.905659976488886,1,3
0,1,1,1,0.0,0.0,3.9386649363745674,14.053481242049882,7.995889530918153,0,2
0,1,1,1,0.0,0.0,5.107459478731796,11.561258381760867,8.261459297381558,0,3
1,1,1,1,0.8,0.0,6.3082077251553414,14.099260660343408,9.693047963093477,2,0
1,1,1,1,5.0,4.0,5.494213043369109,16.22640362857929,8.382401576473608,3,2
0,1,1,1,1.0,0.0,5.993138145859991,18.175693765075,9.57096570285162,1,3
0,1,1,0,0.0,15.0,5.887519695591318,9.314520190885846,8.170451605060745,0,3
0,0,1,1,0.0,0.0,5.74955220890039,16.969698559883277,10.488395439281826,0,0
0,0,1,0,0.0,0.0,5.24707670235444,17.709023259886017,6.860642706867944,6,1
0,0,0,0,0.0,6.0,5.307029307150058,17.373530731893506,6.6645748229309305,6,1
1,1,1,1,0.0,3.2,5.828003997954946,17.622276286849697,7.921637223489664,1,2
0,1,1,1,0.0,8.0,5.90868058562906,15.04852348635216,9.553547024287775,2,0
1,1,1,1,0.0,34.6,6.6981324098976565,19.579332250180094,10.88022350189943,4,0
0,1,1,1,0.0,0.0,4.90779013080408,17.209162914039176,7.649249668478472,1,2
1,1,1,0,0.09,0.0,5.667637028019848,11.60327792100078,8.804428664157212,2,3
0,0,1,0,0.0,0.0,5.793440346586737,17.213137606900446,8.900187691144566,2,3
1,1,1,1,0.0,0.0,6.930494765951626,9.935276875025535,10.488395439281826,2,0
0,1,1,1,0.0,0.0,7.234105027074757,11.569164011417417,10.488395439281826,2,0
0,1,1,1,15.0,23.0,4.710340683593631,18.280642524916324,7.543659924516987,0,2
0,1,1,1,0.0,37.0,5.563408678470003,12.507668717763957,7.963700121330844,0,2
0,1,1,1,0.0,36.0,4.990432586778736,12.14241906604954,8.277350990478975,0,3
1,1,1,1,0.0,0.0,5.182064409723787,14.404297278199877,8.283430960953886,1,2
0,1,1,0,0.0,8.0,5.172470656682061,17.132754210536113,6.071638015462737,3,1
1,1,1,0,0.0,28.0,5.879974171074619,17.761535806291903,9.004981481860918,6,3
0,0,1,0,0.0,0.0,5.214120207747281,16.47330250778433,7.547702084674102,6,2
0,0,1,0,0.0,16.0,4.76200298001488,16.34128128138719,7.078737791106098,6,1
